100	10.8	25							
100	10.8	-3							
100	10.8	25							
166.36	10.8	25							
166.36	10.8	-3							
166.36	10.8	25							
232.72	10.8	25							
232.72	10.8	-3							
232.72	10.8	25							
299.08	10.8	25							
299.08	10.8	-3							
299.08	10.8	25							
365.44	10.8	25							
365.44	10.8	-3							
365.44	10.8	25							
431.8	10.8	25							
431.8	10.8	-3							
431.8	10.8	25							
498.16	10.8	25							
498.16	10.8	-3							
498.16	10.8	25							
564.52	10.8	25							
564.52	10.8	-3							
564.52	10.8	25							
630.88	10.8	25							
630.88	10.8	-3							
630.88	10.8	25							
697.24	10.8	25							
697.24	10.8	-3							
697.24	10.8	25							
763.6	10.8	25							
763.6	10.8	-3							
763.6	10.8	25							
829.96	10.8	25							
829.96	10.8	-3							
829.96	10.8	25							
896.32	10.8	25							
896.32	10.8	-3							
896.32	10.8	25							
962.68	10.8	25							
962.68	10.8	-3							
962.68	10.8	25							
1029.04	10.8	25							
1029.04	10.8	-3							
1029.04	10.8	25							
1095.4	10.8	25							
1095.4	10.8	-3							
1095.4	10.8	25							
1161.76	10.8	25							
1161.76	10.8	-3							
1161.76	10.8	25							
1228.12	10.8	25							
1228.12	10.8	-3							
1228.12	10.8	25							
1294.48	10.8	25							
1294.48	10.8	-3							
1294.48	10.8	25							
1360.84	10.8	25							
1360.84	10.8	-3							
1360.84	10.8	25							
1427.2	10.8	25							
1427.2	10.8	-3							
1427.2	10.8	25							
1294.48	389.2	25							
1294.48	389.2	-3							
1294.48	389.2	25							
1228.12	389.2	25							
1228.12	389.2	-3							
1228.12	389.2	25							
1161.76	389.2	25							
1161.76	389.2	-3							
1161.76	389.2	25							
1095.4	389.2	25							
1095.4	389.2	-3							
1095.4	389.2	25							
1029.04	389.2	25							
1029.04	389.2	-3							
1029.04	389.2	25							
962.68	389.2	25							
962.68	389.2	-3							
962.68	389.2	25							
896.32	389.2	25							
896.32	389.2	-3							
896.32	389.2	25							
829.96	389.2	25							
829.96	389.2	-3							
829.96	389.2	25							
763.6	389.2	25							
763.6	389.2	-3							
763.6	389.2	25							
697.24	389.2	25							
697.24	389.2	-3							
697.24	389.2	25							
630.88	389.2	25							
630.88	389.2	-3							
630.88	389.2	25							
564.52	389.2	25							
564.52	389.2	-3							
564.52	389.2	25							
498.16	389.2	25							
498.16	389.2	-3							
498.16	389.2	25							
431.8	389.2	25							
431.8	389.2	-3							
431.8	389.2	25							
365.44	389.2	25							
365.44	389.2	-3							
365.44	389.2	25							
299.08	389.2	25							
299.08	389.2	-3							
299.08	389.2	25							
232.72	389.2	25							
232.72	389.2	-3							
232.72	389.2	25							
166.36	389.2	25							
166.36	389.2	-3							
166.36	389.2	25							
100	389.2	25							
100	389.2	-3							
100	389.2	25							
